ROUTEVIEWS_COLLECTOR|AS_NUMBER|PEERING_ADDRESS|PREFIXES|CC|REGION|ASNAME
route-views.napafrica.routeviews.org|16552|2001:43f8:6d0::10:62|179458|US|arin |TIGGEE, US
route-views.nwax.routeviews.org|1798|198.32.195.23|916055|US|arin |OREGON, US
route-views.nwax.routeviews.org|6423|198.32.195.30|915863|US|arin |DF-PTL2-3, US
route-views.nwax.routeviews.org|32869|198.32.195.32|50|US|arin |SILVERSTAR-NET, US
route-views.nwax.routeviews.org|2044|198.32.195.35|23|US|arin |DF-PTL1, US
route-views.nwax.routeviews.org|1798|2620:124:2000::23|186781|US|arin |OREGON, US
route-views.perth.routeviews.org|7606|198.32.212.1|117104|AU|apnic |WAIA-AP Western Australian Internet Association, AU
route-views.perth.routeviews.org|58511|198.32.212.5|925512|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|38195|198.32.212.71|2543|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.perth.routeviews.org|16509|198.32.212.114|591|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|16509|198.32.212.147|591|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|7606|198.32.212.254|117092|AU|apnic |WAIA-AP Western Australian Internet Association, AU
route-views.perth.routeviews.org|16509|218.100.52.9|609|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|45102|218.100.52.48|37|CN|apnic |ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN
route-views.perth.routeviews.org|58511|218.100.52.56|925512|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|49544|218.100.52.60|918581|NL|ripencc|I3DNET, NL
route-views.perth.routeviews.org|140627|218.100.52.62|949470|AU|apnic |ONEQODEASSETS-AS-AP OneQode Gaming Carrier, AU
route-views.perth.routeviews.org|38195|218.100.52.71|2543|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.perth.routeviews.org|62955|218.100.52.160|23|US|arin |EBAYMTBB, US
route-views.perth.routeviews.org|199524|218.100.52.219|921552|LU|ripencc|GCORE, LU
route-views.perth.routeviews.org|136557|218.100.52.247|915904|AU|apnic |HOST-AS-AP Host Universal Pty Ltd, AU
route-views.perth.routeviews.org|16509|218.100.54.134|405|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|16509|218.100.54.135|405|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|9268|218.100.76.8|942974|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views.perth.routeviews.org|58511|218.100.76.10|925512|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|140627|218.100.76.17|950546|AU|apnic |ONEQODEASSETS-AS-AP OneQode Gaming Carrier, AU
route-views.perth.routeviews.org|38195|218.100.76.32|2543|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.perth.routeviews.org|58511|218.100.76.47|925512|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|136557|218.100.76.80|915904|AU|apnic |HOST-AS-AP Host Universal Pty Ltd, AU
route-views.perth.routeviews.org|38195|218.100.78.4|2543|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.perth.routeviews.org|58511|218.100.78.35|925512|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|140627|218.100.78.46|950546|AU|apnic |ONEQODEASSETS-AS-AP OneQode Gaming Carrier, AU
route-views.perth.routeviews.org|16509|218.100.78.50|618|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|136557|218.100.78.98|915904|AU|apnic |HOST-AS-AP Host Universal Pty Ltd, AU
route-views.perth.routeviews.org|62955|218.100.78.125|22|US|arin |EBAYMTBB, US
route-views.perth.routeviews.org|16509|218.100.78.143|618|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|7606|2001:7fa:11::1db6:0:1|54875|AU|apnic |WAIA-AP Western Australian Internet Association, AU
route-views.perth.routeviews.org|16509|2001:7fa:11::407d:0:1|201|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|16509|2001:7fa:11::407d:0:2|201|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|38195|2001:7fa:11::9533:0:1|255|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.perth.routeviews.org|58511|2001:7fa:11::e48f:0:1|185943|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|136557|2001:7fa:11:1:0:156d:0:1|166096|AU|apnic |HOST-AS-AP Host Universal Pty Ltd, AU
route-views.perth.routeviews.org|16509|2001:7fa:11:1:0:407d:0:1|211|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|16509|2001:7fa:11:1:0:407d:0:2|211|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|38195|2001:7fa:11:1:0:9533:0:1|255|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.perth.routeviews.org|58511|2001:7fa:11:1:0:e48f:0:1|185943|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|62955|2001:7fa:11:1:0:f5eb:0:1|2|US|arin |EBAYMTBB, US
route-views.perth.routeviews.org|140627|2001:7fa:11:1:2:2553:0:1|52178|AU|apnic |ONEQODEASSETS-AS-AP OneQode Gaming Carrier, AU
route-views.perth.routeviews.org|9268|2001:7fa:11:2:0:2434:0:1|186825|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views.perth.routeviews.org|38195|2001:7fa:11:2:0:9533:0:1|255|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.perth.routeviews.org|58511|2001:7fa:11:2:0:e48f:0:1|185943|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|58511|2001:7fa:11:2:0:e48f:0:2|185943|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|136557|2001:7fa:11:2:2:156d:0:1|166106|AU|apnic |HOST-AS-AP Host Universal Pty Ltd, AU
route-views.perth.routeviews.org|140627|2001:7fa:11:2:2:2553:0:1|127430|AU|apnic |ONEQODEASSETS-AS-AP OneQode Gaming Carrier, AU
route-views.perth.routeviews.org|16509|2001:7fa:11:4:0:407d:0:1|209|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|38195|2001:7fa:11:4:0:9533:0:1|255|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.perth.routeviews.org|49544|2001:7fa:11:4:0:c188:0:1|179597|NL|ripencc|I3DNET, NL
route-views.perth.routeviews.org|58511|2001:7fa:11:4:0:e48f:0:1|185943|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.perth.routeviews.org|62955|2001:7fa:11:4:0:f5eb:0:1|2|US|arin |EBAYMTBB, US
route-views.perth.routeviews.org|136557|2001:7fa:11:4:2:156d:0:1|166097|AU|apnic |HOST-AS-AP Host Universal Pty Ltd, AU
route-views.perth.routeviews.org|140627|2001:7fa:11:4:2:2553:0:1|178122|AU|apnic |ONEQODEASSETS-AS-AP OneQode Gaming Carrier, AU
route-views.perth.routeviews.org|199524|2001:7fa:11:4:3:b64:0:1|179885|LU|ripencc|GCORE, LU
route-views.perth.routeviews.org|16509|2001:7fa:11:5:0:407d:0:1|125|US|arin |AMAZON-02, US
route-views.perth.routeviews.org|16509|2001:7fa:11:5:0:407d:0:2|125|US|arin |AMAZON-02, US
route-views.peru.routeviews.org|64115|45.183.47.1|1912|PE|lacnic |PIT PERU S.A.C, PE
route-views.peru.routeviews.org|64115|45.183.47.2|1601|PE|lacnic |PIT PERU S.A.C, PE
route-views.peru.routeviews.org|64115|2803:cd60:6411:5::1|236|PE|lacnic |PIT PERU S.A.C, PE
route-views.peru.routeviews.org|64115|2803:cd60:6411:5::2|222|PE|lacnic |PIT PERU S.A.C, PE
route-views.phoix.routeviews.org|135423|198.32.172.125|8|PH|apnic |TIM-GNS-AS-AP Total Information Management Corporation, PH
route-views.phoix.routeviews.org|137818|198.32.172.129|3|PH|apnic |PANTELCO-AS-AP Panay Telephone Corporation, PH
route-views.phoix.routeviews.org|150000|198.32.172.170|1|PH|apnic |DBS-AS-AP Data-Beam Business Solution, PH
route-views.phoix.routeviews.org|150000|2001:478:172::170|1|PH|apnic |DBS-AS-AP Data-Beam Business Solution, PH
route-views.rio.routeviews.org|267613|45.6.52.62|928694|BR|lacnic |ELETRONET S.A., BR
route-views.rio.routeviews.org|52320|45.6.52.193|910145|CO|lacnic |GlobeNet Cabos Submarinos Colombia, S.A.S., CO
route-views.rio.routeviews.org|16509|45.6.53.102|478|US|arin |AMAZON-02, US
route-views.rio.routeviews.org|268207|45.6.53.103|8|BR|lacnic |RVT SERVICOS DE TELECOMUNICACOES LTDA, BR
route-views.rio.routeviews.org|52720|45.6.53.106|168|BR|lacnic |WEBFOCO TELECOMUNICACOES LTDA, BR
route-views.rio.routeviews.org|264479|45.6.53.167|951624|BR|lacnic |Turbozone Internet, BR
route-views.rio.routeviews.org|16509|45.6.53.216|478|US|arin |AMAZON-02, US
route-views.rio.routeviews.org|7195|45.6.53.236|8649|CO|lacnic |EDGEUNO SAS, CO
route-views.rio.routeviews.org|1031|45.6.53.250|923773|US|arin |PEER-1-INTERNET, US
route-views.rio.routeviews.org|199524|45.6.54.171|918675|LU|ripencc|GCORE, LU
route-views.rio.routeviews.org|264409|45.6.55.6|798950|BR|lacnic |GRUPO YAX, BR
route-views.rio.routeviews.org|52468|45.6.55.32|881021|PA|lacnic |UFINET PANAMA S.A., PA
route-views.rio.routeviews.org|267613|2001:12f8:0:2::62|179789|BR|lacnic |ELETRONET S.A., BR
route-views.rio.routeviews.org|52320|2001:12f8:0:2::193|175803|CO|lacnic |GlobeNet Cabos Submarinos Colombia, S.A.S., CO
route-views.rio.routeviews.org|16509|2001:12f8:0:2::53:102|119|US|arin |AMAZON-02, US
route-views.rio.routeviews.org|268207|2001:12f8:0:2::53:103|2|BR|lacnic |RVT SERVICOS DE TELECOMUNICACOES LTDA, BR
route-views.rio.routeviews.org|52720|2001:12f8:0:2::53:106|61|BR|lacnic |WEBFOCO TELECOMUNICACOES LTDA, BR
route-views.rio.routeviews.org|264479|2001:12f8:0:2::53:167|94435|BR|lacnic |Turbozone Internet, BR
route-views.rio.routeviews.org|16509|2001:12f8:0:2::53:216|119|US|arin |AMAZON-02, US
route-views.rio.routeviews.org|7195|2001:12f8:0:2::53:236|4064|CO|lacnic |EDGEUNO SAS, CO
route-views.rio.routeviews.org|1031|2001:12f8:0:2::53:250|163293|US|arin |PEER-1-INTERNET, US
route-views.rio.routeviews.org|199524|2001:12f8:0:2::54:171|177435|LU|ripencc|GCORE, LU
route-views.rio.routeviews.org|264409|2001:12f8:0:2::55:6|173799|BR|lacnic |GRUPO YAX, BR
route-views.rio.routeviews.org|52468|2001:12f8:0:2::55:32|176993|PA|lacnic |UFINET PANAMA S.A., PA
route-views.routeviews.org|3356|4.68.4.46|910557|US|arin |LEVEL3, US
route-views.routeviews.org|7018|12.0.1.63|911459|US|arin |ATT-INTERNET4, US
route-views.routeviews.org|57866|37.139.139.17|914098|NL|ripencc|FUSIX-AS, NL
route-views.routeviews.org|6939|64.71.137.241|936253|US|arin |HURRICANE, US
route-views.routeviews.org|3257|89.149.178.10|911603|US|ripencc|GTT-BACKBONE GTT, US
route-views.routeviews.org|49788|91.218.184.60|916956|NO|ripencc|NEXTHOP, NO
route-views.routeviews.org|8283|94.142.247.3|918650|NL|ripencc|COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands, NL
route-views.routeviews.org|1351|132.198.255.253|947533|US|arin |UVM-EDU-AS, US
route-views.routeviews.org|20130|140.192.8.16|938294|US|arin |DEPAUL, US
route-views.routeviews.org|1239|144.228.241.130|60518|US|arin |SPRINTLINK, US
route-views.routeviews.org|852|154.11.12.212|913519|CA|arin |TELUS Communications, CA
route-views.routeviews.org|4901|162.250.137.254|916831|US|arin |CAAREN, US
route-views.routeviews.org|53767|162.251.163.2|157532|US|arin |ICASTCENTER, US
route-views.routeviews.org|3333|193.0.0.56|923173|NL|ripencc|RIPE-NCC-AS Reseaux IP Europeens Network Coordination Centre RIPE NCC, NL
route-views.routeviews.org|3267|194.85.40.15|922545|RU|ripencc|RUNNET, RU
route-views.routeviews.org|20080|198.32.252.33|18878|US|arin |AMPATH, US
route-views.routeviews.org|24441|202.93.8.242|726|KH|apnic |CITYLINK-AS-KH CityLink Corporation, LTD, KH
route-views.routeviews.org|2497|202.232.0.2|917784|JP|apnic |IIJ Internet Initiative Japan Inc., JP
route-views.routeviews.org|3561|206.24.210.80|910468|US|arin |CENTURYLINK-LEGACY-SAVVIS, US
route-views.routeviews.org|3549|208.51.134.254|911980|US|arin |LVLT-3549, US
route-views.routeviews.org|19214|208.74.64.40|363905|US|arin |CENTAURI-COMMUNICATIONS-COM, US
route-views.routeviews.org|101|209.124.176.223|913958|US|arin |WASH-NSF-AS, US
route-views.routeviews.org|20912|212.66.96.126|915747|IT|ripencc|ASN-PANSERVICE, IT
route-views.routeviews.org|3303|217.192.89.50|934857|CH|ripencc|SWISSCOM Swisscom Switzerland Ltd, CH
route-views.routeviews.org|7575|2001:388:1::16|6346|AU|apnic |AARNET-AS-AP Australian Academic and Research Network AARNet, AU
route-views.routeviews.org|3303|2001:918:0:5::1|183658|CH|ripencc|SWISSCOM Swisscom Switzerland Ltd, CH
route-views.routeviews.org|101|2001:1860::223|162916|US|arin |WASH-NSF-AS, US
route-views.routeviews.org|20912|2001:40D0::126|183427|IT|ripencc|ASN-PANSERVICE, IT
route-views.routeviews.org|24441|2404:CC00:1::1|48|KH|apnic |CITYLINK-AS-KH CityLink Corporation, LTD, KH
route-views.routeviews.org|701|2600:803::15|174760|US|arin |UUNET, US
route-views.routeviews.org|53767|2605:9D00::2|8|US|arin |ICASTCENTER, US
route-views.routeviews.org|49788|2A02:D140:1::60|185056|NO|ripencc|NEXTHOP, NO
route-views.sfmix.routeviews.org|12276|206.197.187.1|0|US|arin |SFMIX-MGMT, US
route-views.sfmix.routeviews.org|10310|206.197.187.9|272|US|arin |YAHOO-1, US
route-views.sfmix.routeviews.org|10310|206.197.187.24|272|US|arin |YAHOO-1, US
route-views.sfmix.routeviews.org|397715|206.197.187.30|1|US|arin |KPFA, US
route-views.sfmix.routeviews.org|47787|206.197.187.81|913212|US|ripencc|EDGOO EDGOO NETWORKS, US
route-views.sfmix.routeviews.org|397131|206.197.187.85|937714|CA|arin |EVERYTHINK-397131, CA
route-views.sfmix.routeviews.org|49544|206.197.187.87|926725|NL|ripencc|I3DNET, NL
route-views.sfmix.routeviews.org|46997|206.197.187.100|10|US|arin |NATOLAB, US
route-views.sfmix.routeviews.org|34927|206.197.187.106|936637|CH|ripencc|IFOG-GMBH, CH
route-views.sfmix.routeviews.org|63055|206.197.187.253|112273|US|arin |SFMIX-RS, US
route-views.sfmix.routeviews.org|63055|206.197.187.254|107779|US|arin |SFMIX-RS, US
route-views.sfmix.routeviews.org|10310|2001:504:30::ba01:310:1|124|US|arin |YAHOO-1, US
route-views.sfmix.routeviews.org|10310|2001:504:30::ba01:310:2|124|US|arin |YAHOO-1, US
route-views.sfmix.routeviews.org|12276|2001:504:30::ba01:2276:1|0|US|arin |SFMIX-MGMT, US
route-views.sfmix.routeviews.org|34927|2001:504:30::ba03:4927:1|184099|CH|ripencc|IFOG-GMBH, CH
route-views.sfmix.routeviews.org|47787|2001:504:30::ba04:7787:1|174288|US|ripencc|EDGOO EDGOO NETWORKS, US
route-views.sfmix.routeviews.org|49544|2001:504:30::ba04:9544:1|178279|NL|ripencc|I3DNET, NL
route-views.sfmix.routeviews.org|63055|2001:504:30::ba06:3055:1|55509|US|arin |SFMIX-RS, US
route-views.sfmix.routeviews.org|63055|2001:504:30::ba06:3055:2|47881|US|arin |SFMIX-RS, US
route-views.sfmix.routeviews.org|397131|2001:504:30::ba39:7131:1|184371|CA|arin |EVERYTHINK-397131, CA
route-views.sfmix.routeviews.org|397715|2001:504:30::ba39:7715:1|1|US|arin |KPFA, US
route-views.sg.routeviews.org|45102|27.111.228.126|96|CN|apnic |ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN
route-views.sg.routeviews.org|38195|27.111.229.43|2539|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.sg.routeviews.org|49544|27.111.229.225|921024|NL|ripencc|I3DNET, NL
route-views.sg.routeviews.org|45102|27.111.229.234|93|CN|apnic |ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN
route-views.sg.routeviews.org|4637|27.111.228.4|68207|HK|apnic |ASN-TELSTRA-GLOBAL Telstra Global, HK
route-views.sg.routeviews.org|18106|27.111.228.6|942854|SG|apnic |VIEWQWEST-SG-AP Viewqwest Pte Ltd, SG
route-views.sg.routeviews.org|58682|27.111.228.13|848|BD|apnic |LEVEL3-BD Level3 Carrier Ltd., BD
route-views.sg.routeviews.org|4844|27.111.228.26|11|SG|apnic |SUPERINTERNET-AS-AP SuperInternet ACCESS Pte Ltd, SG
route-views.sg.routeviews.org|3491|27.111.228.43|912542|US|arin |BTN-ASN, US
route-views.sg.routeviews.org|38182|27.111.228.61|234|MY|apnic |EXTREMEBB-AS-MY Extreme Broadband - Total Broadband Experience, MY
route-views.sg.routeviews.org|7713|27.111.228.77|923392|ID|apnic |TELKOMNET-AS-AP PT Telekomunikasi Indonesia, ID
route-views.sg.routeviews.org|16509|27.111.228.87|1409|US|arin |AMAZON-02, US
route-views.sg.routeviews.org|6762|27.111.228.111|209453|IT|ripencc|SEABONE-NET TELECOM ITALIA SPARKLE S.p.A., IT
route-views.sg.routeviews.org|9583|27.111.228.121|2535|IN|apnic |SIFY-AS-IN Sify Limited, IN
route-views.sg.routeviews.org|24115|27.111.228.122|152723|SG|apnic |ASN-EQIX-MLPE Equinix, SG
route-views.sg.routeviews.org|24115|27.111.228.123|152719|SG|apnic |ASN-EQIX-MLPE Equinix, SG
route-views.sg.routeviews.org|132337|27.111.228.134|931798|SG|apnic |ANSPL-AS-AP ALPHA NETWORKS SOLUTION, SG
route-views.sg.routeviews.org|7713|27.111.228.155|923395|ID|apnic |TELKOMNET-AS-AP PT Telekomunikasi Indonesia, ID
route-views.sg.routeviews.org|24482|27.111.228.159|927104|SG|apnic |SGGS-AS-AP SG.GS, SG
route-views.sg.routeviews.org|45494|27.111.228.161|6|NP|apnic |LAHAI-SG NREN ASN for Misc. Root Servers and Community, NP
route-views.sg.routeviews.org|62955|27.111.228.162|24|US|arin |EBAYMTBB, US
route-views.sg.routeviews.org|38880|27.111.228.169|954549|AU|apnic |M21-AS-AP Micron21 Datacentre Pty Ltd, AU
route-views.sg.routeviews.org|136168|27.111.228.170|84|MM|apnic |CAMPANA-AS-AP Campana MYTHIC Co. Ltd., MM
route-views.sg.routeviews.org|59318|27.111.228.197|32893|KH|apnic |SINET-KH SINET Fiber One, Cambodias Fastest Broadband Service., KH
route-views.sg.routeviews.org|14061|27.111.228.201|72|US|arin |DIGITALOCEAN-ASN, US
route-views.sg.routeviews.org|63927|27.111.228.206|162952|HK|apnic |RISE-HK RISE, HK
route-views.sg.routeviews.org|9902|27.111.228.211|237650|KH|apnic |NEOCOMISP-KH-AP NEOCOMISP LIMITED, IPTX Transit and Network Service Provider in Cambodia., KH
route-views.sg.routeviews.org|16509|27.111.228.215|1409|US|arin |AMAZON-02, US
route-views.sg.routeviews.org|3257|27.111.228.217|917919|US|ripencc|GTT-BACKBONE GTT, US
route-views.sg.routeviews.org|199524|27.111.228.222|920655|LU|ripencc|GCORE, LU
route-views.sg.routeviews.org|4775|27.111.228.226|958|PH|apnic |GLOBE-TELECOM-AS Globe Telecoms, PH
route-views.sg.routeviews.org|59605|27.111.228.227|488|BH|ripencc|ZAINGP-AS, BH
route-views.sg.routeviews.org|134363|27.111.228.231|3|SG|apnic |EZIT-AS-AP EZIT Solutions Pte Ltd, SG
route-views.sg.routeviews.org|58601|27.111.228.248|58|BD|apnic |AAMRA-ATL-BD Aamra technologies limited, BD
route-views.sg.routeviews.org|63516|27.111.229.15|129|ID|apnic |TRANSIX-AS-NET Transhybrid Internet Xchange, ID
route-views.sg.routeviews.org|8529|27.111.229.38|145|OM|ripencc|OMANTEL-AS Sultanate of Oman, OM
route-views.sg.routeviews.org|17639|27.111.229.71|523|PH|apnic |CONVERGE-AS Converge ICT Solutions Inc., PH
route-views.sg.routeviews.org|58952|27.111.229.109|193922|MM|apnic |FRONTIIRCOLTD-MM Frontiir Co. Ltd, MM
route-views.sg.routeviews.org|24516|27.111.229.111|922771|AU|apnic |VIRTUTEL-AS-AP Virtutel Pty Ltd, AU
route-views.sg.routeviews.org|8220|27.111.229.123|916479|GB|ripencc|COLT COLT Technology Services Group Limited, GB
route-views.sg.routeviews.org|137367|27.111.229.148|991|ID|apnic |IFORTE-NAP-AS-ID PT iForte Solusi Infotek, ID
route-views.sg.routeviews.org|58511|27.111.229.175|925511|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.sg.routeviews.org|137491|27.111.229.238|5|BD|apnic |PEEREX-NET-AS-AP PEEREX NETWORKS LTD.IIG, BD
route-views.sg.routeviews.org|17639|27.111.229.239|537|PH|apnic |CONVERGE-AS Converge ICT Solutions Inc., PH
route-views.sg.routeviews.org|16552|27.111.229.252|920792|US|arin |TIGGEE, US
route-views.sg.routeviews.org|9268|27.111.230.65|942975|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views.sg.routeviews.org|37468|27.111.230.150|3631|AO|afrinic|ANGOLA-CABLES, AO
route-views.sg.routeviews.org|136557|27.111.230.158|160659|AU|apnic |HOST-AS-AP Host Universal Pty Ltd, AU
route-views.soxrs.routeviews.org|13004|185.1.27.1|209443|RS|ripencc|SOX, RS
route-views.soxrs.routeviews.org|13004|185.1.27.5|209443|RS|ripencc|SOX, RS
route-views.soxrs.routeviews.org|199524|185.1.27.32|912449|LU|ripencc|GCORE, LU
route-views.soxrs.routeviews.org|9009|185.1.27.77|31|RO|ripencc|M247, RO
route-views.soxrs.routeviews.org|13004|2001:7f8:1e::1|59943|RS|ripencc|SOX, RS
route-views.soxrs.routeviews.org|13004|2001:7f8:1e::5|59943|RS|ripencc|SOX, RS
route-views.soxrs.routeviews.org|199524|2001:7f8:1e::32|174094|LU|ripencc|GCORE, LU
route-views.soxrs.routeviews.org|9009|2001:7f8:1e::77|11|RO|ripencc|M247, RO
route-views.sydney.routeviews.org|63956|45.127.172.2|169826|AU|apnic |INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD, AU
route-views.sydney.routeviews.org|9266|45.127.172.38|130472|HK|apnic |FIVEWAYS-HK Fiveways International Limited, HK
route-views.sydney.routeviews.org|7575|45.127.172.46|924571|AU|apnic |AARNET-AS-AP Australian Academic and Research Network AARNet, AU
route-views.sydney.routeviews.org|63920|45.127.172.49|379643|AU|apnic |VOSTRO-AS-AP Superloop VostroNet, AU
route-views.sydney.routeviews.org|148968|45.127.172.67|942085|AU|apnic |FALCORE-AS-AP Falcore Investments Pty Ltd, AU
route-views.sydney.routeviews.org|4826|45.127.172.74|937569|AU|apnic |VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
route-views.sydney.routeviews.org|199524|45.127.172.78|921552|LU|ripencc|GCORE, LU
route-views.sydney.routeviews.org|3491|45.127.172.80|913907|US|arin |BTN-ASN, US
route-views.sydney.routeviews.org|38195|45.127.172.89|2543|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.sydney.routeviews.org|24115|45.127.172.122|128197|SG|apnic |ASN-EQIX-MLPE Equinix, SG
route-views.sydney.routeviews.org|24115|45.127.172.123|128609|SG|apnic |ASN-EQIX-MLPE Equinix, SG
route-views.sydney.routeviews.org|58511|45.127.172.149|925517|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.sydney.routeviews.org|132847|45.127.172.152|917608|AU|apnic |NETSG-AS-AP Network Solutions Group Pty Ltd, AU
route-views.sydney.routeviews.org|45102|45.127.172.170|37|CN|apnic |ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN
route-views.sydney.routeviews.org|9268|45.127.172.178|200|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views.sydney.routeviews.org|24516|45.127.172.196|922772|AU|apnic |VIRTUTEL-AS-AP Virtutel Pty Ltd, AU
route-views.sydney.routeviews.org|714|45.127.172.208|1112|US|arin |APPLE-ENGINEERING, US
route-views.sydney.routeviews.org|38880|45.127.172.212|0|AU|apnic |M21-AS-AP Micron21 Datacentre Pty Ltd, AU
route-views.sydney.routeviews.org|62955|45.127.172.221|23|US|arin |EBAYMTBB, US
route-views.sydney.routeviews.org|62955|45.127.172.222|23|US|arin |EBAYMTBB, US
route-views.sydney.routeviews.org|8888|45.127.173.20|932185|AU|ripencc|XTOM xTom Pty Ltd, AU
route-views.sydney.routeviews.org|135895|45.127.173.40|941893|AU|apnic |CT-AS Centorrino Technologies Pty Ltd, AU
route-views.sydney.routeviews.org|16552|45.127.173.71|920412|US|arin |TIGGEE, US
route-views.sydney.routeviews.org|398465|45.127.173.76|937767|US|arin |RACKDOG-LLC, US
route-views.sydney.routeviews.org|3257|45.127.173.77|918062|US|ripencc|GTT-BACKBONE GTT, US
route-views.sydney.routeviews.org|4805|45.127.173.80|15|AU|apnic |EQUANT-OCEANIA Orange Business AS for Oceania, AU
route-views.sydney.routeviews.org|714|2001:de8:6::714:2|264|US|arin |APPLE-ENGINEERING, US
route-views.sydney.routeviews.org|3257|2001:de8:6::3257:1|173994|US|ripencc|GTT-BACKBONE GTT, US
route-views.sydney.routeviews.org|3491|2001:de8:6::3491:1|174324|US|arin |BTN-ASN, US
route-views.sydney.routeviews.org|4805|2001:de8:6::4805:1|0|AU|apnic |EQUANT-OCEANIA Orange Business AS for Oceania, AU
route-views.sydney.routeviews.org|4826|2001:de8:6::4826:1|184338|AU|apnic |VOCUS-BACKBONE-AS Vocus Connect International Backbone, AU
route-views.sydney.routeviews.org|7575|2001:de8:6::7575:1|186890|AU|apnic |AARNET-AS-AP Australian Academic and Research Network AARNet, AU
route-views.sydney.routeviews.org|8888|2001:de8:6::8888:1|187439|AU|ripencc|XTOM xTom Pty Ltd, AU
route-views.sydney.routeviews.org|9268|2001:de8:6::9268:1|33|AU|apnic |OVERTHEWIRE-AS-AP Over The Wire Pty Ltd, AU
route-views.sydney.routeviews.org|24516|2001:de8:6::2:4516:1|185179|AU|apnic |VIRTUTEL-AS-AP Virtutel Pty Ltd, AU
route-views.sydney.routeviews.org|38195|2001:de8:6::3:8195:1|255|AU|apnic |SUPERLOOP-AS-AP Superloop, AU
route-views.sydney.routeviews.org|58511|2001:de8:6::5:8511:1|185945|AU|apnic |ANYCAST-GLOBAL-BACKBONE Anycast Global Backbone, AU
route-views.sydney.routeviews.org|62955|2001:de8:6::6:2955:1|2|US|arin |EBAYMTBB, US
route-views.sydney.routeviews.org|62955|2001:de8:6::6:2955:2|2|US|arin |EBAYMTBB, US
route-views.sydney.routeviews.org|63920|2001:de8:6::6:3920:1|5|AU|apnic |VOSTRO-AS-AP Superloop VostroNet, AU
route-views.sydney.routeviews.org|135895|2001:de8:6::13:5895:1|182826|AU|apnic |CT-AS Centorrino Technologies Pty Ltd, AU
route-views.sydney.routeviews.org|148968|2001:de8:6::14:8968:1|184975|AU|apnic |FALCORE-AS-AP Falcore Investments Pty Ltd, AU
